Number Index,Name Index,Cluster,Crop,District,Taluka,Gram Panchayat,Notification Level,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
137,2-Su.Bajra-Mehsana-VISNAGAR-KUVASANA,2,Su.Bajra,Mehsana,VISNAGAR,KUVASANA,GP,340,340,340,340,340,340,340,340,340,340
138,2-Su.Bajra-Mehsana-VISNAGAR-KHADALPUR,2,Su.Bajra,Mehsana,VISNAGAR,KHADALPUR,GP,340,340,340,340,340,340,340,340,340,340
139,2-Su.Bajra-Mehsana-VISNAGAR-KHARAVADA,2,Su.Bajra,Mehsana,VISNAGAR,KHARAVADA,GP,340,340,340,340,340,340,340,340,340,340
140,2-Su.Bajra-Mehsana-VISNAGAR-KHANDOSAN,2,Su.Bajra,Mehsana,VISNAGAR,KHANDOSAN,GP,340,340,340,340,340,340,340,340,340,340
141,2-Su.Bajra-Mehsana-VISNAGAR-GANPATPURA,2,Su.Bajra,Mehsana,VISNAGAR,GANPATPURA,GP,340,340,340,340,340,340,340,340,340,340
142,2-Su.Bajra-Mehsana-VISNAGAR-GUNJA,2,Su.Bajra,Mehsana,VISNAGAR,GUNJA,GP,340,340,340,340,340,340,340,340,340,340
143,2-Su.Bajra-Mehsana-VISNAGAR-GUNJALA,2,Su.Bajra,Mehsana,VISNAGAR,GUNJALA,GP,340,340,340,340,340,340,340,340,340,340
144,2-Su.Bajra-Mehsana-VISNAGAR-GOTHAVA,2,Su.Bajra,Mehsana,VISNAGAR,GOTHAVA,GP,340,340,340,340,340,340,340,340,340,340
145,2-Su.Bajra-Mehsana-VISNAGAR-CHITRODA MOTA,2,Su.Bajra,Mehsana,VISNAGAR,CHITRODA MOTA,GP,340,340,340,340,340,340,340,340,340,340
146,2-Su.Bajra-Mehsana-VISNAGAR-CHITRODIPURA,2,Su.Bajra,Mehsana,VISNAGAR,CHITRODIPURA,GP,340,340,340,340,340,340,340,340,340,340
147,2-Su.Bajra-Mehsana-VISNAGAR-CHHOGALA,2,Su.Bajra,Mehsana,VISNAGAR,CHHOGALA,GP,340,340,340,340,340,340,340,340,340,340
148,2-Su.Bajra-Mehsana-VISNAGAR-JETAL VASANA,2,Su.Bajra,Mehsana,VISNAGAR,JETAL VASANA,GP,340,340,340,340,340,340,340,340,340,340
149,2-Su.Bajra-Mehsana-VISNAGAR-TARABH,2,Su.Bajra,Mehsana,VISNAGAR,TARABH,GP,340,340,340,340,340,340,340,340,340,340
150,2-Su.Bajra-Mehsana-VISNAGAR-THALOTA,2,Su.Bajra,Mehsana,VISNAGAR,THALOTA,GP,340,340,340,340,340,340,340,340,340,340
151,2-Su.Bajra-Mehsana-VISNAGAR-THUMTHAL,2,Su.Bajra,Mehsana,VISNAGAR,THUMTHAL,GP,340,340,340,340,340,340,340,340,340,340
152,2-Su.Bajra-Mehsana-VISNAGAR-DADHIYAL,2,Su.Bajra,Mehsana,VISNAGAR,DADHIYAL,GP,340,340,340,340,340,340,340,340,340,340
153,2-Su.Bajra-Mehsana-VISNAGAR-DENAP,2,Su.Bajra,Mehsana,VISNAGAR,DENAP,GP,340,340,340,340,340,340,340,340,340,340
154,2-Su.Bajra-Mehsana-VISNAGAR-GHAGHRET,2,Su.Bajra,Mehsana,VISNAGAR,GHAGHRET,GP,340,340,340,340,340,340,340,340,340,340
155,2-Su.Bajra-Mehsana-VISNAGAR-DHAMANVA,2,Su.Bajra,Mehsana,VISNAGAR,DHAMANVA,GP,340,340,340,340,340,340,340,340,340,340
156,2-Su.Bajra-Mehsana-VISNAGAR-DHARUSANA,2,Su.Bajra,Mehsana,VISNAGAR,DHARUSANA,GP,340,340,340,340,340,340,340,340,340,340
157,2-Su.Bajra-Mehsana-VISNAGAR-PALDI,2,Su.Bajra,Mehsana,VISNAGAR,PALDI,GP,340,340,340,340,340,340,340,340,340,340
158,2-Su.Bajra-Mehsana-VISNAGAR-PUDGAM,2,Su.Bajra,Mehsana,VISNAGAR,PUDGAM,GP,340,340,340,340,340,340,340,340,340,340
159,2-Su.Bajra-Mehsana-VISNAGAR-BAKARPUR,2,Su.Bajra,Mehsana,VISNAGAR,BAKARPUR,GP,340,340,340,340,340,340,340,340,340,340
160,2-Su.Bajra-Mehsana-VISNAGAR-BASANA,2,Su.Bajra,Mehsana,VISNAGAR,BASANA,GP,340,340,340,340,340,340,340,340,340,340
161,2-Su.Bajra-Mehsana-VISNAGAR-BECHARPURA,2,Su.Bajra,Mehsana,VISNAGAR,BECHARPURA,GP,340,340,340,340,340,340,340,340,340,340
162,2-Su.Bajra-Mehsana-VISNAGAR-BOKARVADA,2,Su.Bajra,Mehsana,VISNAGAR,BOKARVADA,GP,340,340,340,340,340,340,340,340,340,340
163,2-Su.Bajra-Mehsana-VISNAGAR-BHANDU,2,Su.Bajra,Mehsana,VISNAGAR,BHANDU,GP,340,340,340,340,340,340,340,340,340,340
164,2-Su.Bajra-Mehsana-VISNAGAR-BHALAK,2,Su.Bajra,Mehsana,VISNAGAR,BHALAK,GP,340,340,340,340,340,340,340,340,340,340
165,2-Su.Bajra-Mehsana-VISNAGAR-MAGRODA,2,Su.Bajra,Mehsana,VISNAGAR,MAGRODA,GP,340,340,340,340,340,340,340,340,340,340
166,2-Su.Bajra-Mehsana-VISNAGAR-MAHEMADPUR,2,Su.Bajra,Mehsana,VISNAGAR,MAHEMADPUR,GP,340,340,340,340,340,340,340,340,340,340
167,2-Su.Bajra-Mehsana-VISNAGAR-RANGPUR(KHE),2,Su.Bajra,Mehsana,VISNAGAR,RANGPUR(KHE),GP,340,340,340,340,340,340,340,340,340,340
168,2-Su.Bajra-Mehsana-VISNAGAR-RANGAKUI,2,Su.Bajra,Mehsana,VISNAGAR,RANGAKUI,GP,340,340,340,340,340,340,340,340,340,340
169,2-Su.Bajra-Mehsana-VISNAGAR-RANDALA,2,Su.Bajra,Mehsana,VISNAGAR,RANDALA,GP,340,340,340,340,340,340,340,340,340,340
170,2-Su.Bajra-Mehsana-VISNAGAR-RAJGADH,2,Su.Bajra,Mehsana,VISNAGAR,RAJGADH,GP,340,340,340,340,340,340,340,340,340,340
171,2-Su.Bajra-Mehsana-VISNAGAR-RAMPURA(KANSA),2,Su.Bajra,Mehsana,VISNAGAR,RAMPURA(KANSA),GP,340,340,340,340,340,340,340,340,340,340
172,2-Su.Bajra-Mehsana-VISNAGAR-RALISANA,2,Su.Bajra,Mehsana,VISNAGAR,RALISANA,GP,340,340,340,340,340,340,340,340,340,340
173,2-Su.Bajra-Mehsana-VISNAGAR-RAVLAPURA,2,Su.Bajra,Mehsana,VISNAGAR,RAVLAPURA,GP,340,340,340,340,340,340,340,340,340,340
174,2-Su.Bajra-Mehsana-VISNAGAR-LAXMIPURA(BHALAK),2,Su.Bajra,Mehsana,VISNAGAR,LAXMIPURA(BHALAK),GP,340,340,340,340,340,340,340,340,340,340
175,2-Su.Bajra-Mehsana-VISNAGAR-LACHHDI,2,Su.Bajra,Mehsana,VISNAGAR,LACHHDI,GP,340,340,340,340,340,340,340,340,340,340
176,2-Su.Bajra-Mehsana-VISNAGAR-VADU,2,Su.Bajra,Mehsana,VISNAGAR,VADU,GP,340,340,340,340,340,340,340,340,340,340
177,2-Su.Bajra-Mehsana-VISNAGAR-VALAM,2,Su.Bajra,Mehsana,VISNAGAR,VALAM,GP,340,340,340,340,340,340,340,340,340,340
178,2-Su.Bajra-Mehsana-VISNAGAR-VISNAGAR GRAMYA,2,Su.Bajra,Mehsana,VISNAGAR,VISNAGAR GRAMYA,GP,340,340,340,340,340,340,340,340,340,340
179,2-Su.Bajra-Mehsana-VISNAGAR-SADUTHALA,2,Su.Bajra,Mehsana,VISNAGAR,SADUTHALA,GP,340,340,340,340,340,340,340,340,340,340
180,2-Su.Bajra-Mehsana-VISNAGAR-SAVALA,2,Su.Bajra,Mehsana,VISNAGAR,SAVALA,GP,340,340,340,340,340,340,340,340,340,340
181,2-Su.Bajra-Mehsana-VISNAGAR-SATU SANA,2,Su.Bajra,Mehsana,VISNAGAR,SATU SANA,GP,340,340,340,340,340,340,340,340,340,340
182,2-Su.Bajra-Mehsana-VISNAGAR-SUNSI,2,Su.Bajra,Mehsana,VISNAGAR,SUNSI,GP,340,340,340,340,340,340,340,340,340,340
183,2-Su.Bajra-Mehsana-VISNAGAR-HASANPUR,2,Su.Bajra,Mehsana,VISNAGAR,HASANPUR,GP,340,340,340,340,340,340,340,340,340,340
184,2-Su.Bajra-Mehsana-VADNAGAR-ANANDPURA,2,Su.Bajra,Mehsana,VADNAGAR,ANANDPURA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
185,2-Su.Bajra-Mehsana-VADNAGAR-AASPA,2,Su.Bajra,Mehsana,VADNAGAR,AASPA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
186,2-Su.Bajra-Mehsana-VADNAGAR-UNAD,2,Su.Bajra,Mehsana,VADNAGAR,UNAD,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
187,2-Su.Bajra-Mehsana-VADNAGAR-UNDANI,2,Su.Bajra,Mehsana,VADNAGAR,UNDANI,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
188,2-Su.Bajra-Mehsana-VADNAGAR-UNDHAI,2,Su.Bajra,Mehsana,VADNAGAR,UNDHAI,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
189,2-Su.Bajra-Mehsana-VADNAGAR-KAMALPURA(VAD),2,Su.Bajra,Mehsana,VADNAGAR,KAMALPURA(VAD),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
190,2-Su.Bajra-Mehsana-VADNAGAR-KARBATIYA,2,Su.Bajra,Mehsana,VADNAGAR,KARBATIYA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
191,2-Su.Bajra-Mehsana-VADNAGAR-KARSHNPURA,2,Su.Bajra,Mehsana,VADNAGAR,KARSHNPURA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
192,2-Su.Bajra-Mehsana-VADNAGAR-KAHIPUR,2,Su.Bajra,Mehsana,VADNAGAR,KAHIPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
193,2-Su.Bajra-Mehsana-VADNAGAR-KESIMPA,2,Su.Bajra,Mehsana,VADNAGAR,KESIMPA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
194,2-Su.Bajra-Mehsana-VADNAGAR-KHATASANA,2,Su.Bajra,Mehsana,VADNAGAR,KHATASANA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
195,2-Su.Bajra-Mehsana-VADNAGAR-KHATODA,2,Su.Bajra,Mehsana,VADNAGAR,KHATODA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
196,2-Su.Bajra-Mehsana-VADNAGAR-KHANPUR,2,Su.Bajra,Mehsana,VADNAGAR,KHANPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
197,2-Su.Bajra-Mehsana-VADNAGAR-GANESHPURA,2,Su.Bajra,Mehsana,VADNAGAR,GANESHPURA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
198,2-Su.Bajra-Mehsana-VADNAGAR-CHANPA,2,Su.Bajra,Mehsana,VADNAGAR,CHANPA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
199,2-Su.Bajra-Mehsana-VADNAGAR-CHHABALIYA,2,Su.Bajra,Mehsana,VADNAGAR,CHHABALIYA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
200,2-Su.Bajra-Mehsana-VADNAGAR-JASKA,2,Su.Bajra,Mehsana,VADNAGAR,JASKA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
201,2-Su.Bajra-Mehsana-VADNAGAR-DABU,2,Su.Bajra,Mehsana,VADNAGAR,DABU,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
202,2-Su.Bajra-Mehsana-VADNAGAR-TRANSVAD,2,Su.Bajra,Mehsana,VADNAGAR,TRANSVAD,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
203,2-Su.Bajra-Mehsana-VADNAGAR-NAVAPURA,2,Su.Bajra,Mehsana,VADNAGAR,NAVAPURA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
204,2-Su.Bajra-Mehsana-VADNAGAR-PIMPALDAR,2,Su.Bajra,Mehsana,VADNAGAR,PIMPALDAR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
205,2-Su.Bajra-Mehsana-VADNAGAR-BAJPUR-JAGAPURA,2,Su.Bajra,Mehsana,VADNAGAR,BAJPUR-JAGAPURA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
206,2-Su.Bajra-Mehsana-VADNAGAR-BADARPUR,2,Su.Bajra,Mehsana,VADNAGAR,BADARPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
207,2-Su.Bajra-Mehsana-VADNAGAR-BABIPURA,2,Su.Bajra,Mehsana,VADNAGAR,BABIPURA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
208,2-Su.Bajra-Mehsana-VADNAGAR-MADHASANA,2,Su.Bajra,Mehsana,VADNAGAR,MADHASANA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
209,2-Su.Bajra-Mehsana-VADNAGAR-MALEKPUR(VAD),2,Su.Bajra,Mehsana,VADNAGAR,MALEKPUR(VAD),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
210,2-Su.Bajra-Mehsana-VADNAGAR-MIRJAPUR,2,Su.Bajra,Mehsana,VADNAGAR,MIRJAPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
211,2-Su.Bajra-Mehsana-VADNAGAR-MOLIPUR,2,Su.Bajra,Mehsana,VADNAGAR,MOLIPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
212,2-Su.Bajra-Mehsana-VADNAGAR-RAJPUR(VAD),2,Su.Bajra,Mehsana,VADNAGAR,RAJPUR(VAD),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
213,2-Su.Bajra-Mehsana-VADNAGAR-VADNAGAR,2,Su.Bajra,Mehsana,VADNAGAR,VADNAGAR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
214,2-Su.Bajra-Mehsana-VADNAGAR-VALASANA,2,Su.Bajra,Mehsana,VADNAGAR,VALASANA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
215,2-Su.Bajra-Mehsana-VADNAGAR-SHAHPUR(VAD),2,Su.Bajra,Mehsana,VADNAGAR,SHAHPUR(VAD),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
216,2-Su.Bajra-Mehsana-VADNAGAR-SHEKHPUR(KHI),2,Su.Bajra,Mehsana,VADNAGAR,SHEKHPUR(KHI),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
217,2-Su.Bajra-Mehsana-VADNAGAR-SHEKHPUR(VAD),2,Su.Bajra,Mehsana,VADNAGAR,SHEKHPUR(VAD),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
218,2-Su.Bajra-Mehsana-VADNAGAR-SHOBHASAN,2,Su.Bajra,Mehsana,VADNAGAR,SHOBHASAN,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
219,2-Su.Bajra-Mehsana-VADNAGAR-SABALPUR,2,Su.Bajra,Mehsana,VADNAGAR,SABALPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
220,2-Su.Bajra-Mehsana-VADNAGAR-SARNA,2,Su.Bajra,Mehsana,VADNAGAR,SARNA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
221,2-Su.Bajra-Mehsana-VADNAGAR-SIPOR,2,Su.Bajra,Mehsana,VADNAGAR,SIPOR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
222,2-Su.Bajra-Mehsana-VADNAGAR-SULTANPUR(VAD),2,Su.Bajra,Mehsana,VADNAGAR,SULTANPUR(VAD),GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
223,2-Su.Bajra-Mehsana-VADNAGAR-SULIPUR,2,Su.Bajra,Mehsana,VADNAGAR,SULIPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
224,2-Su.Bajra-Mehsana-VADNAGAR-SUNDHIYA,2,Su.Bajra,Mehsana,VADNAGAR,SUNDHIYA,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
225,2-Su.Bajra-Mehsana-VADNAGAR-HAJPUR,2,Su.Bajra,Mehsana,VADNAGAR,HAJPUR,GP,"1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775","1,775"
226,2-Su.Bajra-Mehsana-KHERALU-ARTHI,2,Su.Bajra,Mehsana,KHERALU,ARTHI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
227,2-Su.Bajra-Mehsana-KHERALU-AMABAVADA,2,Su.Bajra,Mehsana,KHERALU,AMABAVADA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
228,2-Su.Bajra-Mehsana-KHERALU-KUDA,2,Su.Bajra,Mehsana,KHERALU,KUDA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
229,2-Su.Bajra-Mehsana-KHERALU-KHERALU,2,Su.Bajra,Mehsana,KHERALU,KHERALU,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
230,2-Su.Bajra-Mehsana-KHERALU-GATHAMAN,2,Su.Bajra,Mehsana,KHERALU,GATHAMAN,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
231,2-Su.Bajra-Mehsana-KHERALU-GORISANA,2,Su.Bajra,Mehsana,KHERALU,GORISANA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
232,2-Su.Bajra-Mehsana-KHERALU-CHACHRIYA,2,Su.Bajra,Mehsana,KHERALU,CHACHRIYA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
233,2-Su.Bajra-Mehsana-KHERALU-CHADA,2,Su.Bajra,Mehsana,KHERALU,CHADA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
234,2-Su.Bajra-Mehsana-KHERALU-CHANSOL,2,Su.Bajra,Mehsana,KHERALU,CHANSOL,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
235,2-Su.Bajra-Mehsana-KHERALU-CHOTIYA,2,Su.Bajra,Mehsana,KHERALU,CHOTIYA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
236,2-Su.Bajra-Mehsana-KHERALU-DABHAD,2,Su.Bajra,Mehsana,KHERALU,DABHAD,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
237,2-Su.Bajra-Mehsana-KHERALU-DABHODA,2,Su.Bajra,Mehsana,KHERALU,DABHODA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
238,2-Su.Bajra-Mehsana-KHERALU-DALISANA,2,Su.Bajra,Mehsana,KHERALU,DALISANA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
239,2-Su.Bajra-Mehsana-KHERALU-DAVOL,2,Su.Bajra,Mehsana,KHERALU,DAVOL,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
240,2-Su.Bajra-Mehsana-KHERALU-THOGNA,2,Su.Bajra,Mehsana,KHERALU,THOGNA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
241,2-Su.Bajra-Mehsana-KHERALU-DEDASAN,2,Su.Bajra,Mehsana,KHERALU,DEDASAN,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
242,2-Su.Bajra-Mehsana-KHERALU-DELVADA,2,Su.Bajra,Mehsana,KHERALU,DELVADA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
243,2-Su.Bajra-Mehsana-KHERALU-NALU,2,Su.Bajra,Mehsana,KHERALU,NALU,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
244,2-Su.Bajra-Mehsana-KHERALU-NANDALI (MIYA),2,Su.Bajra,Mehsana,KHERALU,NANDALI (MIYA),GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
245,2-Su.Bajra-Mehsana-KHERALU-NANI HIRVANI,2,Su.Bajra,Mehsana,KHERALU,NANI HIRVANI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
246,2-Su.Bajra-Mehsana-KHERALU-NANIVADA (KA),2,Su.Bajra,Mehsana,KHERALU,NANIVADA (KA),GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
247,2-Su.Bajra-Mehsana-KHERALU-NORTOL,2,Su.Bajra,Mehsana,KHERALU,NORTOL,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
248,2-Su.Bajra-Mehsana-KHERALU-PANCHHA,2,Su.Bajra,Mehsana,KHERALU,PANCHHA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
249,2-Su.Bajra-Mehsana-KHERALU-FATEPURA(KHE),2,Su.Bajra,Mehsana,KHERALU,FATEPURA(KHE),GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
250,2-Su.Bajra-Mehsana-KHERALU-BALAD,2,Su.Bajra,Mehsana,KHERALU,BALAD,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
251,2-Su.Bajra-Mehsana-KHERALU-MACHHAVA,2,Su.Bajra,Mehsana,KHERALU,MACHHAVA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
252,2-Su.Bajra-Mehsana-KHERALU-MALARPURA,2,Su.Bajra,Mehsana,KHERALU,MALARPURA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
253,2-Su.Bajra-Mehsana-KHERALU-MALEKPUR (KHE),2,Su.Bajra,Mehsana,KHERALU,MALEKPUR (KHE),GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
254,2-Su.Bajra-Mehsana-KHERALU-MAHIYAL,2,Su.Bajra,Mehsana,KHERALU,MAHIYAL,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
255,2-Su.Bajra-Mehsana-KHERALU-MAHEKUBPURA,2,Su.Bajra,Mehsana,KHERALU,MAHEKUBPURA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
256,2-Su.Bajra-Mehsana-KHERALU-MANDALI,2,Su.Bajra,Mehsana,KHERALU,MANDALI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
257,2-Su.Bajra-Mehsana-KHERALU-MANDROPUR,2,Su.Bajra,Mehsana,KHERALU,MANDROPUR,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
258,2-Su.Bajra-Mehsana-KHERALU-MOTI HIRVANI,2,Su.Bajra,Mehsana,KHERALU,MOTI HIRVANI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
259,2-Su.Bajra-Mehsana-KHERALU-RASULPAR,2,Su.Bajra,Mehsana,KHERALU,RASULPAR,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
260,2-Su.Bajra-Mehsana-KHERALU-LALAVADA,2,Su.Bajra,Mehsana,KHERALU,LALAVADA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
261,2-Su.Bajra-Mehsana-KHERALU-LIMBADI,2,Su.Bajra,Mehsana,KHERALU,LIMBADI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
262,2-Su.Bajra-Mehsana-KHERALU-LUNVA,2,Su.Bajra,Mehsana,KHERALU,LUNVA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
263,2-Su.Bajra-Mehsana-KHERALU-VAGHVADI,2,Su.Bajra,Mehsana,KHERALU,VAGHVADI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
264,2-Su.Bajra-Mehsana-KHERALU-VARETHA,2,Su.Bajra,Mehsana,KHERALU,VARETHA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
265,2-Su.Bajra-Mehsana-KHERALU-VAVADI (KHE),2,Su.Bajra,Mehsana,KHERALU,VAVADI (KHE),GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
266,2-Su.Bajra-Mehsana-KHERALU-VITHODA,2,Su.Bajra,Mehsana,KHERALU,VITHODA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
267,2-Su.Bajra-Mehsana-KHERALU-SADIKPUR,2,Su.Bajra,Mehsana,KHERALU,SADIKPUR,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
268,2-Su.Bajra-Mehsana-KHERALU-SAMOJA,2,Su.Bajra,Mehsana,KHERALU,SAMOJA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
269,2-Su.Bajra-Mehsana-KHERALU-SAKRI,2,Su.Bajra,Mehsana,KHERALU,SAKRI,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
270,2-Su.Bajra-Mehsana-KHERALU-SAGTHALA,2,Su.Bajra,Mehsana,KHERALU,SAGTHALA,GP,"2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345","2,345"
271,2-Su.Bajra-Mehsana-KADI-ACHRASAN,2,Su.Bajra,Mehsana,KADI,ACHRASAN,GP,"1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285"
272,2-Su.Bajra-Mehsana-KADI-ANKHOL,2,Su.Bajra,Mehsana,KADI,ANKHOL,GP,"1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285"
273,2-Su.Bajra-Mehsana-KADI-ADUDARA,2,Su.Bajra,Mehsana,KADI,ADUDARA,GP,"1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285","1,285"
